"two_year_recid","prior_counts","s","race","age","gender","u_hat"
0,2,1,1,-0.216053533044121,0,0.0874437771816812
0,0,1,1,0.295414499666349,0,-0.847713871914845
0,8,1,1,-0.642276893636179,1,1.12362723794299
1,0,1,0,-0.386542877280944,1,-0.84938899735888
1,0,1,0,0.721637860258407,1,-0.854265373248031
1,8,1,1,-0.386542877280944,0,1.13052030385299
0,1,1,0,-0.72752156575459,1,-0.299713346494437
0,3,1,0,0.210169827547938,0,0.359455865627113
1,5,1,0,-0.812766237873002,0,0.745739339709503
1,1,1,0,2.59702064686346,0,-0.315546182694518
1,0,1,1,1.48883990932411,0,-0.890833725306397
0,1,1,0,-0.471787549399356,0,-0.356197197271798
0,3,1,0,-0.216053533044121,0,0.37120531890175
1,0,1,1,0.124925155429526,0,-0.875898390106279
1,8,1,1,-1.15374492634665,0,1.13862635212358
0,1,1,0,-1.15374492634665,0,-0.335705199178466
1,13,1,0,1.06261654873205,0,1.51876783508585
0,4,1,1,0.124925155429526,1,0.58937982656068
1,6,1,1,-0.812766237873002,1,0.880661118989716
1,4,1,0,-0.216053533044121,0,0.574106726611572
0,1,1,0,0.721637860258407,0,-0.329732235661708
0,2,1,1,-0.642276893636179,0,0.0436543642512028
1,8,1,1,-0.72752156575459,0,1.15861760832315
0,1,1,1,-1.15374492634665,0,-0.271605961920841
0,0,1,1,-0.0455641888072973,0,-0.887260026798844
0,1,1,1,0.977371876613642,0,-0.348805944456488
1,23,1,1,0.465903843903173,0,1.97414627465102
0,3,1,0,0.295414499666349,0,0.354101785543905
0,7,1,1,0.551148516021584,0,1.03114489638044
1,7,1,0,-0.812766237873002,0,1.02816911663083
0,1,1,0,-1.15374492634665,0,-0.313682294952738
0,0,1,0,3.36422269592917,1,-0.866114495191351
1,5,1,0,0.551148516021584,0,0.741131992581335
0,0,1,1,-0.642276893636179,1,-0.860364416951626
0,1,1,1,-0.386542877280944,0,-0.324821204248923
1,3,1,0,-0.130808860925709,1,0.348404188719824
0,2,1,0,-0.898010909991414,0,0.0582808426476017
0,0,1,1,1.48883990932411,0,-0.889527173792604
0,0,1,0,-0.471787549399356,1,-0.8554833100153
1,0,1,0,0.636393188139996,1,-0.855876899803581
0,1,1,0,-0.386542877280944,1,-0.33668764716167
0,0,1,1,-0.130808860925709,0,-0.864519600840175
0,1,1,1,0.295414499666349,0,-0.329721821800051
1,2,1,1,-1.15374492634665,0,0.0616168891156839
1,9,1,0,0.551148516021584,1,1.23222624621739
0,5,1,1,-0.557032221517767,1,0.78343529971374
0,3,1,1,1.48883990932411,1,0.340676462232872
0,1,1,1,-1.15374492634665,0,-0.314318432118448
0,1,1,1,-1.06850025422824,1,-0.281764639318606
0,3,1,1,-0.216053533044121,0,0.347411381848049
1,0,1,1,-0.812766237873002,0,-0.894407406774326
0,0,1,1,-0.642276893636179,1,-0.880062564473475
0,0,1,0,0.0396804833111143,0,-0.903913655007797
0,2,1,1,0.465903843903173,0,0.0673139796881837
0,0,1,1,-0.471787549399356,1,-0.880985366274034
1,2,1,1,-0.898010909991414,0,0.0897383123823962
1,10,1,1,-0.898010909991414,0,1.31690335654023
1,26,1,1,0.124925155429526,0,2.07391927403971
0,5,1,1,-0.72752156575459,0,0.73545462379556
0,1,1,0,1.31835056508729,0,-0.306878261268265
1,1,1,1,-1.15374492634665,0,-0.317228389580047
0,0,1,1,1.4035952372057,0,-0.903597451210511
1,2,1,1,-0.898010909991414,0,0.0994129480332356
0,3,1,1,-0.471787549399356,0,0.380786282076623
0,0,1,0,-0.812766237873002,1,-0.946325549236748
1,0,1,1,0.295414499666349,0,-0.873982373034175
0,1,1,0,0.977371876613642,0,-0.323828618920036
1,9,1,1,-0.130808860925709,0,1.23941758504069
1,19,1,1,-0.301298205162532,0,1.83098897194312
0,0,1,1,-1.15374492634665,0,-0.858329418870894
1,1,1,1,2.17079728627141,0,-0.341241328094999
1,3,1,1,0.380659171784761,1,0.349551865164337
0,4,1,1,0.0396804833111143,0,0.565730655592886
1,12,1,0,1.23310589296888,0,1.4601559833427
0,1,1,1,-0.72752156575459,0,-0.318512290429386
0,0,1,0,-0.642276893636179,0,-0.897609947882875
0,2,1,1,-1.06850025422824,0,0.0531504324971291
1,0,1,1,-0.471787549399356,1,-0.871253600646675
0,0,1,1,-0.301298205162532,0,-0.87289137562593
1,5,1,1,-0.301298205162532,0,0.758853019116496
0,0,1,1,-0.471787549399356,1,-0.846888062763763
0,0,1,0,2.59702064686346,1,-0.844534166514111
0,1,1,1,-0.0455641888072973,1,-0.309570802059805
0,6,1,0,-0.898010909991414,0,0.91487845034875
0,0,1,1,0.977371876613642,0,-0.848724765346726
1,0,1,1,-1.23898959846506,0,-0.878004169242313
1,16,1,1,-0.471787549399356,0,1.69207332569778
0,7,1,1,-0.471787549399356,0,1.01740520396005
0,3,1,0,1.82981859779776,1,0.377233861871077
0,0,1,1,-1.15374492634665,0,-0.906757183477341
1,0,1,1,0.465903843903173,0,-0.898563903532923
1,2,1,1,-1.06850025422824,0,0.0975414111161552
0,0,1,0,0.380659171784761,0,-0.878045628132462
1,1,1,1,-1.06850025422824,0,-0.29528209206198
1,5,1,1,-0.642276893636179,1,0.748031940640644
0,1,1,0,0.124925155429526,0,-0.349012103978386
0,0,1,1,-0.386542877280944,0,-0.893637427047118
0,0,1,1,0.124925155429526,0,-0.886286418515034
0,0,1,1,-0.216053533044121,0,-0.886904099367058
1,5,1,1,-0.0455641888072973,1,0.765414506073823
0,0,1,1,-0.983255582109825,0,-0.91392519173696
0,0,1,0,1.48883990932411,0,-0.899967291351195
1,1,1,0,-1.23898959846506,0,-0.324480989673376
0,5,1,1,0.295414499666349,0,0.75080265255196
0,0,1,0,0.977371876613642,0,-0.903719555858487
1,0,1,1,-0.642276893636179,0,-0.907568856257116
1,2,1,1,-1.23898959846506,0,0.0721256266737397
1,1,1,0,-0.471787549399356,1,-0.30079518144773
1,7,1,1,0.0396804833111143,1,1.01447095178516
1,1,1,0,0.210169827547938,0,-0.316052714688602
0,0,1,0,2.42653130262664,0,-0.8590707563355
1,1,1,1,-0.642276893636179,0,-0.298280979608931
0,0,1,1,-0.642276893636179,0,-0.878223368390567
1,2,1,1,-0.898010909991414,0,0.095472528875818
1,1,1,1,-0.386542877280944,0,-0.335308797678884
1,4,1,0,-0.812766237873002,0,0.55770796498267
0,0,1,1,-0.642276893636179,0,-0.885825048424286
0,0,1,1,1.14786122085047,1,-0.887328088023306
0,1,1,1,-0.72752156575459,1,-0.312333854117126
0,0,1,1,2.00030794203458,0,-0.885600463787145
1,1,1,0,-0.983255582109825,0,-0.311876520772374
1,3,1,0,-1.06850025422824,0,0.36468466951679
0,0,1,1,0.551148516021584,0,-0.915462121051215
0,0,1,1,-1.15374492634665,0,-0.88614878029808
0,0,1,1,-0.72752156575459,0,-0.900978065773086
0,3,1,1,0.380659171784761,1,0.369497873922492
0,0,1,0,0.977371876613642,0,-0.884550167512225
1,7,1,1,-0.130808860925709,0,1.00622548778664
1,2,1,1,0.124925155429526,0,0.0600222664078747
1,1,1,1,-1.23898959846506,0,-0.33238466177093
0,0,1,0,-0.216053533044121,0,-0.877303932500872
1,17,1,1,0.295414499666349,0,1.73711068360372
0,1,1,1,2.51177597474505,0,-0.317576616902269
1,1,1,1,-1.06850025422824,0,-0.353623347382436
1,0,1,0,2.93799933533711,0,-0.914779558219902
0,2,1,1,-0.72752156575459,0,0.0658748772271689
1,1,1,1,-0.642276893636179,1,-0.336484519913545
0,2,1,1,-1.06850025422824,0,0.0372522795927955
0,0,1,0,0.721637860258407,1,-0.855684298011088
0,0,1,0,1.74457392567935,1,-0.867513628620642
0,0,1,1,-0.0455641888072973,0,-0.87115210593455
0,1,1,1,-1.23898959846506,0,-0.298679053964355
1,1,1,1,-1.06850025422824,0,-0.313280727582079
1,9,1,0,-0.130808860925709,0,1.2395511802564
0,7,1,0,1.74457392567935,0,1.03764588440076
0,1,1,1,-1.06850025422824,0,-0.329561510007614
0,1,1,1,1.74457392567935,0,-0.329650333710517
1,0,1,0,0.721637860258407,1,-0.925425394106704
1,0,1,1,-1.15374492634665,0,-0.898197818776477
0,0,1,1,-0.983255582109825,0,-0.870681638741681
0,1,1,0,-0.557032221517767,1,-0.344326185061667
0,0,1,1,0.892127204495231,0,-0.845112012551288
0,1,1,1,0.380659171784761,0,-0.314874739844174
0,1,1,0,3.79044605652123,0,-0.344065243392498
0,1,1,0,1.14786122085047,0,-0.316339454604315
1,2,1,1,-1.23898959846506,0,0.0825157592489091
0,5,1,1,-0.301298205162532,0,0.759588093332604
1,4,1,0,-0.386542877280944,0,0.571137359442775
1,5,1,1,-0.216053533044121,0,0.755623444087229
0,1,1,0,1.82981859779776,0,-0.340537858929137
0,2,1,1,0.721637860258407,0,0.0690215819538603
0,0,1,1,-1.23898959846506,0,-0.892148626971382
1,21,1,1,-0.642276893636179,0,1.90902711458312
0,0,1,1,0.551148516021584,0,-0.868908846293315
0,1,1,1,-0.898010909991414,0,-0.296434677498533
1,3,1,1,0.721637860258407,0,0.366843049250447
0,1,1,1,-0.130808860925709,1,-0.313513219730736
0,0,1,1,-1.06850025422824,0,-0.876451926821006
0,3,1,1,-0.0455641888072973,0,0.34896521213261
0,0,1,0,0.124925155429526,0,-0.906219931958392
0,0,1,0,2.93799933533711,0,-0.883477674393459
1,5,1,0,-0.216053533044121,0,0.75783351160501
1,1,1,1,-1.06850025422824,0,-0.306598283564338
0,0,1,0,0.977371876613642,0,-0.887834275608733
0,1,1,0,-0.0455641888072973,0,-0.30040539804773
0,0,1,1,-0.216053533044121,1,-0.871402049218777
0,0,1,1,0.380659171784761,0,-0.904184707120043
1,6,1,1,-0.812766237873002,0,0.902366073167379
1,0,1,1,-1.15374492634665,1,-0.871092091793543
1,9,1,1,2.42653130262664,0,1.21776939075124
1,8,1,0,-0.898010909991414,0,1.11131969963864
0,2,1,0,-0.471787549399356,0,0.0727520626705745
1,3,1,1,-1.23898959846506,0,0.343269802147061
0,0,1,0,0.465903843903173,1,-0.83354382305662
1,7,1,1,-0.386542877280944,0,1.02022955703905
0,5,1,0,1.31835056508729,0,0.743867871902771
1,4,1,1,0.210169827547938,0,0.577436893184908
0,1,1,1,-0.0455641888072973,0,-0.29964407326814
0,0,1,1,0.0396804833111143,1,-0.839646865593132
1,1,1,1,-0.301298205162532,1,-0.335575202025361
0,10,1,0,-0.983255582109825,0,1.30803564469143
1,0,1,1,-1.06850025422824,0,-0.895458897577903
1,2,1,0,0.210169827547938,0,0.0518385177268617
0,0,1,1,-1.23898959846506,0,-0.889072495376804
0,2,1,0,-0.72752156575459,0,0.0543803672463806
1,12,1,1,-0.0455641888072973,0,1.45287678722377
1,2,1,0,2.08555261415299,0,0.0898188670163588
0,2,1,0,0.210169827547938,0,0.0680378190541956
1,0,1,1,0.295414499666349,0,-0.866688605664734
1,1,1,0,0.892127204495231,0,-0.329103190806719
0,1,1,1,-1.06850025422824,0,-0.30936249600004
1,3,1,1,-0.898010909991414,0,0.348475614544632
0,5,1,1,-0.812766237873002,0,0.753992269823317
1,6,1,1,-0.898010909991414,0,0.888195101674474
1,1,1,1,-1.23898959846506,0,-0.301277015824288
1,2,1,0,-0.216053533044121,1,0.0691329539947253
1,3,1,1,1.23310589296888,0,0.367637661577368
1,11,1,0,-0.301298205162532,0,1.39138234532935
1,7,1,0,2.00030794203458,0,1.01478917211416
0,2,1,1,1.31835056508729,0,0.0597247475159693
1,11,1,1,-0.72752156575459,0,1.38540665537769
0,1,1,1,-1.23898959846506,0,-0.348407537777722
1,1,1,0,1.4035952372057,0,-0.339227507509168
0,2,1,1,-0.386542877280944,0,0.0916126080470821
0,0,1,1,0.380659171784761,0,-0.889965048732755
0,2,1,1,-0.72752156575459,0,0.0696056723601982
0,0,1,1,-1.23898959846506,0,-0.894421008834883
0,0,1,0,-0.72752156575459,1,-0.903091447787447
0,5,1,1,-0.72752156575459,0,0.745456214167952
0,0,1,0,-1.23898959846506,0,-0.844992088411718
1,0,1,1,-0.557032221517767,0,-0.910666405895479
1,1,1,1,-0.983255582109825,0,-0.345333270203984
0,0,1,1,-1.15374492634665,1,-0.856086917693956
1,0,1,1,-0.812766237873002,0,-0.914732550738788
0,0,1,0,-0.386542877280944,0,-0.876821209249858
1,2,1,0,-1.15374492634665,0,0.0715923745549203
1,1,1,0,-1.23898959846506,0,-0.313133692029621
1,5,1,0,-0.898010909991414,0,0.763681502544211
1,22,1,1,0.0396804833111143,0,1.94753810113471
1,0,1,1,-0.642276893636179,1,-0.892737737200692
1,2,1,0,1.31835056508729,0,0.0943759478590317
0,5,1,1,-0.812766237873002,0,0.759727452132659
1,12,1,1,-0.301298205162532,0,1.45675951801087
0,0,1,1,-0.72752156575459,0,-0.904204378064022
0,0,1,1,-1.06850025422824,0,-0.88387774126201
0,0,1,1,-0.471787549399356,0,-0.845922061104814
1,2,1,1,-0.130808860925709,0,0.0586469592906585
0,1,1,0,1.48883990932411,0,-0.303724228418008
1,0,1,1,0.210169827547938,0,-0.874643626591234
0,0,1,1,-1.15374492634665,0,-0.865499382278886
0,1,1,0,-1.15374492634665,0,-0.381626521655499
1,0,1,0,-1.23898959846506,1,-0.935582573972519
1,1,1,1,0.721637860258407,0,-0.308856951930454
1,1,1,0,-0.386542877280944,0,-0.318884566907431
1,3,1,1,-0.130808860925709,1,0.34994373939257
0,3,1,1,-0.898010909991414,0,0.3492120325897
1,0,1,1,1.48883990932411,1,-0.923421402341256
1,11,1,1,-0.386542877280944,1,1.38601598800655
0,0,1,0,-0.386542877280944,1,-0.882751991003594
1,13,1,1,1.06261654873205,0,1.52450722019374
0,9,1,1,0.551148516021584,0,1.23533036361065
1,4,1,1,-1.15374492634665,0,0.582667588368141
0,6,1,0,1.14786122085047,0,0.896299190810042
1,2,1,1,1.48883990932411,0,0.0581725005367217
0,1,1,1,-0.0455641888072973,1,-0.280210417935376
1,0,1,0,0.0396804833111143,0,-0.874699405078431
1,1,1,1,-0.812766237873002,0,-0.331202023509877
1,1,1,1,-0.898010909991414,0,-0.317469954128423
0,1,1,1,-0.812766237873002,0,-0.313424630212018
1,20,1,1,-0.0455641888072973,0,1.87198443776675
1,2,1,1,-0.812766237873002,0,0.090588014205545
1,4,1,1,-0.898010909991414,0,0.595938223156696
0,6,1,0,1.82981859779776,0,0.897817003530756
0,0,1,1,-0.983255582109825,0,-0.918679898454158
0,0,1,0,-1.15374492634665,0,-0.890696465254203
0,0,1,0,2.68226531898188,0,-0.910954688462796
0,7,1,1,-0.557032221517767,0,1.02083455145337
0,0,1,0,-0.471787549399356,0,-0.845203262192416
1,3,1,0,-1.06850025422824,0,0.374449341228527
0,0,1,0,0.380659171784761,0,-0.884567652075802
1,9,1,1,-0.130808860925709,0,1.22419656739249
1,2,1,0,-0.471787549399356,0,0.0629628488696102
0,1,1,0,-0.301298205162532,0,-0.335165209726337
0,0,1,1,-1.06850025422824,0,-0.885841767155042
0,0,1,0,-1.06850025422824,1,-0.884732008808018
0,3,1,0,0.0396804833111143,0,0.374249789069733
1,3,1,0,-0.471787549399356,0,0.376237683874018
0,1,1,0,1.82981859779776,0,-0.292326733945919
0,0,1,1,-0.0455641888072973,1,-0.912054928730999
1,1,1,1,-0.983255582109825,0,-0.317555643611482
1,1,1,1,-0.642276893636179,0,-0.287618363282645
0,2,1,0,0.721637860258407,0,0.0757406408262826
0,0,1,0,0.295414499666349,0,-0.876858906722617
0,3,1,0,0.380659171784761,0,0.370460813075648
1,1,1,1,-0.898010909991414,0,-0.275552316302615
0,2,1,1,-0.72752156575459,0,0.0718525360275449
0,0,1,0,1.74457392567935,1,-0.854516105332527
1,1,1,1,0.0396804833111143,0,-0.344558449793797
0,25,1,1,2.25604195838982,0,2.04210907955548
0,0,1,1,-0.130808860925709,0,-0.926662613311402
0,4,1,0,0.465903843903173,0,0.566625686907384
0,3,1,1,-0.130808860925709,0,0.329123232221213
1,0,1,0,-0.72752156575459,0,-0.916650419659069
1,15,1,0,-0.216053533044121,0,1.63209930417035
0,0,1,1,-0.557032221517767,0,-0.923359712586385
0,0,1,0,0.892127204495231,0,-0.891991372057581
1,0,1,0,-0.386542877280944,0,-0.879958379728266
0,4,1,0,1.91506326991617,1,0.556703977583744
1,3,1,1,-0.72752156575459,0,0.36369890706232
0,1,1,1,0.0396804833111143,0,-0.352783619768524
0,0,1,1,1.65932925356094,0,-0.877518146800685
0,0,1,1,-0.471787549399356,1,-0.869135994247211
0,0,1,0,0.465903843903173,1,-0.867605530894894
1,1,1,0,-0.557032221517767,0,-0.299328032122414
0,0,1,1,-0.812766237873002,1,-0.896476146963422
0,3,1,1,0.806882532376819,0,0.360705996901242
1,4,1,0,-0.983255582109825,0,0.569158254915801
0,0,1,1,-0.471787549399356,0,-0.894611077126515
0,0,1,0,1.82981859779776,0,-0.885592057903528
0,0,1,1,-0.642276893636179,1,-0.904143066914625
0,0,1,0,-0.471787549399356,1,-0.855087638115729
0,4,1,0,-0.0455641888072973,1,0.585458822783601
0,0,1,1,-1.06850025422824,1,-0.894065873339677
1,5,1,0,0.465903843903173,0,0.764355724740064
0,0,1,0,-0.301298205162532,0,-0.888955642824265
0,3,1,1,1.06261654873205,0,0.334613804744031
1,8,1,1,-0.898010909991414,0,1.15488479046855
0,4,1,1,0.380659171784761,0,0.593884992542263
1,10,1,1,-0.471787549399356,0,1.31252501478361
0,2,1,1,-0.386542877280944,0,0.0380435609925286
1,4,1,1,-0.72752156575459,1,0.582386241554903
0,2,1,1,2.25604195838982,0,0.085211789610327
0,3,1,1,0.210169827547938,0,0.355255146254963
1,1,1,1,0.295414499666349,0,-0.325162594028669
0,0,1,1,-0.386542877280944,0,-0.897302362845798
1,0,1,1,-1.23898959846506,0,-0.887819822808049
1,22,1,1,1.82981859779776,0,1.94272496493197
1,3,1,0,1.31835056508729,1,0.346530369565719
0,0,1,1,1.06261654873205,0,-0.911887550172857
1,10,1,1,-0.386542877280944,0,1.31029575151111
0,1,1,1,2.08555261415299,0,-0.323491262295314
1,1,1,1,-1.23898959846506,0,-0.338888595779427
1,4,1,0,-0.983255582109825,0,0.580922689629945
1,2,1,0,-0.557032221517767,1,0.0749325056055043
1,3,1,1,1.31835056508729,0,0.37434820272997
1,3,1,0,0.0396804833111143,0,0.34138522743032
1,1,1,1,-1.06850025422824,0,-0.299111071555364
0,0,1,1,0.551148516021584,1,-0.896130543488131
0,0,1,1,-1.06850025422824,0,-0.873334801238967
1,8,1,1,2.25604195838982,0,1.13903988291348
0,5,1,1,-0.72752156575459,0,0.763192810398096
0,1,1,0,0.806882532376819,0,-0.334739313214829
1,0,1,1,-0.0455641888072973,1,-0.879678125291778
1,1,1,0,-0.471787549399356,0,-0.302940817739584
0,8,1,1,-0.471787549399356,0,1.13714874278675
1,5,1,1,1.14786122085047,0,0.755004498680708
0,0,1,1,-0.301298205162532,1,-0.918746976083453
0,2,1,0,-1.15374492634665,0,0.0628491904058881
0,4,1,0,-0.0455641888072973,0,0.601633220206235
0,21,1,1,1.65932925356094,0,1.89962836883603
0,4,1,0,-1.23898959846506,0,0.592079117897527
1,1,1,0,-0.301298205162532,0,-0.362611498010443
0,0,1,0,-1.06850025422824,0,-0.890330467481734
0,6,1,1,0.124925155429526,0,0.878974554159727
1,9,1,1,-0.0455641888072973,0,1.22700683606499
0,15,1,1,1.31835056508729,0,1.63957314358989
1,22,1,1,1.06261654873205,0,1.95398729909216
0,0,1,1,1.23310589296888,1,-0.865611851837925
0,1,1,1,-0.301298205162532,0,-0.328763364551297
1,10,1,1,1.23310589296888,0,1.32082237684704
0,2,1,1,-1.15374492634665,0,0.0777023172588594
1,5,1,1,-0.72752156575459,1,0.762794169561458
0,0,1,1,-0.471787549399356,0,-0.837717071922855
0,0,1,1,2.25604195838982,0,-0.866381977238911
1,2,1,0,-0.812766237873002,1,0.0829748137548999
0,5,1,0,0.295414499666349,0,0.74532233090449
0,2,1,0,0.0396804833111143,0,0.0279645766797978
1,8,1,1,1.74457392567935,0,1.11597362597991
1,4,1,1,-0.216053533044121,0,0.567959431100532
0,1,1,0,-0.471787549399356,0,-0.334788082460906
0,0,1,0,0.977371876613642,0,-0.853406262620468
0,1,1,0,1.57408458144252,0,-0.303437825662612
1,1,1,0,-0.642276893636179,1,-0.307585673081205
0,4,1,0,-0.471787549399356,0,0.58148179957002
1,0,1,1,-0.72752156575459,0,-0.898142396704036
1,3,1,1,-0.983255582109825,0,0.349460124286987
1,3,1,1,0.721637860258407,0,0.36296113106788
0,1,1,0,-0.898010909991414,0,-0.364192944607573
1,18,1,1,-0.130808860925709,0,1.79206301346017
1,1,1,1,-0.216053533044121,0,-0.292160106225504
1,7,1,1,0.295414499666349,1,1.04144863843432
0,20,1,1,0.465903843903173,0,1.86758381860193
0,1,1,1,0.124925155429526,1,-0.31733643065944
1,16,1,1,-0.0455641888072973,0,1.69522900748651
1,1,1,0,0.551148516021584,0,-0.348686701361584
0,7,1,0,1.91506326991617,0,1.02174080267802
0,1,1,1,-0.72752156575459,0,-0.289122775987095
1,0,1,1,0.892127204495231,0,-0.921065557744934
0,2,1,1,-0.72752156575459,0,0.0919668138103147
0,0,1,0,1.14786122085047,1,-0.872514981028795
0,7,1,0,1.48883990932411,0,1.0347486269129
1,2,1,1,-1.06850025422824,0,0.0817561181150293
0,0,1,1,0.721637860258407,1,-0.860520525490688
0,3,1,0,-0.898010909991414,0,0.335127491600868
1,11,1,1,-0.642276893636179,0,1.3946736602673
0,2,1,1,-0.983255582109825,0,0.0664319164070526
1,2,1,1,-0.557032221517767,0,0.0898675264805472
0,0,1,1,-1.15374492634665,0,-0.918435294263472
1,5,1,1,-0.130808860925709,0,0.742046058840365
1,1,1,1,-0.812766237873002,0,-0.28854078364377
1,17,1,1,0.124925155429526,0,1.74193549281084
0,0,1,0,-0.812766237873002,1,-0.885991366220374
0,0,1,0,0.977371876613642,0,-0.874738791440615
0,0,1,1,-0.898010909991414,1,-0.896812617639636
1,4,1,1,-0.557032221517767,0,0.584082464723005
1,12,1,1,-0.557032221517767,0,1.46901775368707
1,0,1,1,-0.983255582109825,0,-0.904251649340248
0,0,1,1,-0.898010909991414,0,-0.915714040143051
0,0,1,1,0.465903843903173,0,-0.897309853482024
0,1,1,1,0.124925155429526,0,-0.350136531022426
1,1,1,0,1.31835056508729,0,-0.311929804961695
0,0,1,0,-0.898010909991414,0,-0.888133599842756
0,2,1,1,1.74457392567935,1,0.0363261376723599
1,0,1,1,-1.06850025422824,0,-0.893869969339344
0,14,1,1,0.295414499666349,0,1.58853601683091
0,1,1,1,-0.301298205162532,0,-0.31417835551958
0,3,1,1,-0.386542877280944,1,0.369102551499899
1,16,1,1,0.210169827547938,0,1.69231641552789
0,1,1,0,0.551148516021584,1,-0.314997798220634
1,0,1,1,-1.23898959846506,0,-0.872359389542141
1,0,1,0,-1.15374492634665,0,-0.885981166321667
0,1,1,0,-1.06850025422824,0,-0.310554091089278
0,7,1,1,0.295414499666349,0,1.01349752556426
0,0,1,1,-0.301298205162532,0,-0.858517762574763
0,0,1,0,-0.557032221517767,0,-0.866277767052565
1,2,1,1,-1.15374492634665,0,0.0877852572785201
0,1,1,1,0.380659171784761,0,-0.362983706413763
1,22,1,1,-0.0455641888072973,0,1.93179934626179
0,0,1,1,0.892127204495231,0,-0.889289640182633
1,0,1,1,-0.898010909991414,0,-0.873405644471855
1,9,1,1,-0.642276893636179,0,1.22341257830607
0,0,1,1,-0.386542877280944,0,-0.874827274524493
0,2,1,1,0.721637860258407,0,0.0720555766830644
0,1,1,1,-0.72752156575459,0,-0.339433646613542
0,7,1,1,-0.216053533044121,0,1.0009694363923
0,2,1,0,1.91506326991617,1,0.0920094756878067
0,0,1,0,0.465903843903173,1,-0.878388614650334
1,6,1,0,-0.130808860925709,0,0.91642437879047
1,2,1,1,-0.386542877280944,0,0.0947343530917173
0,1,1,0,-0.471787549399356,0,-0.30783477869822
0,2,1,1,0.124925155429526,0,0.077230747278389
1,6,1,1,0.0396804833111143,0,0.905740804110414
0,0,1,1,1.23310589296888,0,-0.894196733965798
1,5,1,1,-0.72752156575459,0,0.740458896286769
1,2,1,1,-1.15374492634665,0,0.052596494316007
1,29,1,1,1.23310589296888,0,2.16340315455521
1,23,1,1,0.210169827547938,1,1.97052120584458
0,0,1,1,-0.130808860925709,0,-0.85624636772292
1,3,1,1,-0.471787549399356,0,0.369655560675795
1,1,1,1,-0.812766237873002,0,-0.303079625303704
1,2,1,1,-1.23898959846506,0,0.0738796891540377
0,5,1,1,1.74457392567935,0,0.766467306099509
0,0,1,0,-0.72752156575459,0,-0.907117861624701
0,6,1,0,1.48883990932411,1,0.903890319956436
1,16,1,1,1.48883990932411,0,1.68033295582056
1,1,1,1,-0.642276893636179,0,-0.307427631414314
0,2,1,0,2.17079728627141,0,0.096368746930011
0,0,1,0,0.806882532376819,0,-0.908163535022759
0,1,1,1,-0.386542877280944,0,-0.321928364409101
0,2,1,1,-0.812766237873002,1,0.0740013352957832
1,4,1,0,-1.23898959846506,1,0.571272634985327
1,3,1,0,-0.557032221517767,0,0.331184664162091
0,1,1,0,-1.06850025422824,0,-0.307007664914222
1,1,1,0,-0.898010909991414,0,-0.321386548036253
0,0,1,1,-0.557032221517767,1,-0.941456542128399
1,10,1,1,0.0396804833111143,0,1.31247940929584
0,0,1,0,-0.386542877280944,0,-0.886379043030626
1,0,1,1,-1.06850025422824,0,-0.912565583559693
0,9,1,1,0.380659171784761,0,1.22198457359713
0,1,1,1,0.977371876613642,1,-0.335948163902251
0,3,1,1,1.06261654873205,0,0.365289974541614
0,5,1,1,-0.72752156575459,0,0.771248798239281
0,0,1,1,-0.983255582109825,1,-0.861419559492925
1,0,1,1,1.48883990932411,1,-0.90873194511921
1,0,1,1,-1.06850025422824,1,-0.933108875671376
0,0,1,0,1.65932925356094,0,-0.86951639021847
0,2,1,1,1.31835056508729,0,0.0605552218323291
1,2,1,1,-1.23898959846506,0,0.0405265026877876
0,1,1,0,-0.812766237873002,0,-0.296415845293005
0,0,1,0,0.977371876613642,1,-0.898518398829385
0,0,1,0,-1.06850025422824,0,-0.890976647598301
1,10,1,0,0.295414499666349,0,1.30909383718861
1,9,1,1,0.124925155429526,1,1.22950468615584
1,5,1,1,-0.0455641888072973,1,0.743448197597
1,4,1,1,-1.40947894270188,0,0.564658823986438
1,3,1,0,-0.72752156575459,1,0.350742861926907
0,0,1,0,-0.983255582109825,1,-0.896672771761185
1,8,1,1,-0.216053533044121,1,1.13437635676247
1,1,1,0,0.806882532376819,0,-0.331812963354375
1,9,1,0,1.57408458144252,0,1.23017438794304
1,4,1,1,-0.642276893636179,0,0.5564585160849
0,2,1,0,-0.812766237873002,0,0.0896009892670959
1,1,1,0,-1.32423427058347,0,-0.325377045260411
0,0,1,0,1.57408458144252,0,-0.892558001320677
0,0,1,1,0.380659171784761,0,-0.882904323090511
1,2,1,1,0.210169827547938,0,0.056888841912982
1,6,1,1,-0.642276893636179,0,0.902153026695168
1,2,1,1,-1.15374492634665,1,0.0812200449924036
0,7,1,1,-0.898010909991414,1,1.02055509383629
0,0,1,0,-0.130808860925709,0,-0.941785116448867
0,1,1,0,-0.898010909991414,1,-0.334413202551551
0,1,1,0,0.977371876613642,0,-0.378846545120122
0,7,1,1,-0.216053533044121,0,1.03777741258399
0,2,1,1,-0.898010909991414,0,0.0803923606082307
0,0,1,0,0.295414499666349,1,-0.903238994811574
1,13,1,1,-0.386542877280944,0,1.52960994267655
1,27,1,1,-0.72752156575459,0,2.10344879042329
0,2,1,0,1.91506326991617,0,0.0666315956729793
0,0,1,0,0.721637860258407,0,-0.889168313771573
0,0,1,1,-1.06850025422824,0,-0.854970089056596
1,9,1,1,-0.557032221517767,1,1.22301802831956
