"bar_pass_fair","location","UGPA","LSAT","ZFYA","race","gender","u_hat"
1,5,2.7,31,-0.03,0,1,0.315471213689782
1,5,2.6,37,1.93,0,1,-0.179222110580661
1,5,2.8,26,-0.12,0,0,0.397990452342333
1,5,3.7,28,0.97,0,1,-0.318738623980621
1,5,2,39,-0.15,0,1,0.416682683090911
1,5,3.2,21,-0.27,0,1,0.384176846279688
1,5,3.2,25,-0.68,0,1,0.331321124880136
1,5,2,37,-1.23,0,1,0.635183753955515
1,5,3.4,32,0.02,1,1,-0.0863502199325196
1,5,3.3,36,-0.17,0,1,-0.0792698041688621
1,5,3.7,34,0.62,0,0,-0.44072546671785
1,5,3.5,36,0.2,0,1,-0.302579343108475
1,5,3.7,42,0.81,0,0,-0.782268572424862
1,5,3.5,28,-1.04,1,0,0.202923472162176
1,5,3.7,36,1.04,0,0,-0.647571055367502
1,5,3.4,46,0.2,0,1,-0.619574812021587
1,6,3.1,36,0.52,0,1,-0.125910756087668
1,5,3.2,37,1.93,0,1,-0.585457375686382
1,5,3.7,35,0.14,0,0,-0.370836085345891
1,5,2.9,42,0.77,0,1,-0.311881139356507
1,5,3.4,33,-0.19,0,1,-0.0839722897926386
1,5,3.2,37,-1.08,0,1,0.074167986309448
1,5,3.6,41,0.52,0,0,-0.638008859932489
1,5,3.5,42,0.43,0,0,-0.582266054803476
1,5,3.5,45,0,0,0,-0.578147984992815
1,5,3.3,37,-0.36,0,0,-0.0980462843356891
1,6,3.4,36,-0.29,0,1,-0.14007252856799
1,5,3.1,31,-0.4,1,0,0.192587979083982
1,5,3.3,37,-0.48,0,0,-0.0739797026107515
1,5,3.3,37,0,0,0,-0.178286981692487
1,5,3.1,41,1.53,0,1,-0.567313794816019
1,6,3.3,38,0.47,0,1,-0.306950995325302
1,5,2.9,37,1.28,0,1,-0.264867737191557
1,5,3.2,38,-1.13,0,0,0.0906096206802729
1,5,3.7,30,-0.59,0,1,-0.0554960723597113
1,5,3.3,41,-0.07,0,1,-0.301486184028137
1,6,3,40,0.2,0,0,-0.157033521779297
1,5,3.4,35,0.47,0,1,-0.250118601364954
1,5,3.2,45,-0.57,0,0,-0.242774966781987
1,5,3.3,34,0.35,0,0,-0.139346859181448
1,5,3.2,38,-0.29,0,1,-0.0738886882930312
1,5,3,43,0.91,0,0,-0.439618790022364
1,3,2.8,37,0.56,0,1,-0.0069701539293775
1,5,3.3,41,0.47,0,1,-0.445088804204887
1,5,3.1,39,1.33,0,1,-0.450756844278277
1,5,3.3,34,-1.31,0,0,0.19930955326466
1,5,4,43,0.22,0,1,-0.876584810358599
1,6,3,40,0.97,0,0,-0.312664398383269
0,5,3.5,37,-0.61,0,1,1.39367237412192
1,5,3.7,41,2.1,0,0,-1.09200127685218
1,5,3.3,35,0.27,0,1,-0.174618641206179
1,5,3.4,38,-0.36,0,0,-0.192116626245064
1,5,2.6,37,1.16,0,1,-0.0336128084904003
1,5,3.6,26,-0.17,0,1,0.0172311306292109
1,5,2.8,29,-1.89,1,0,0.585819995263578
1,5,3.1,36,0.12,0,0,-0.0440541004498477
1,5,3.9,31,0.37,0,0,-0.406112943010884
1,5,3.4,42,-0.11,0,0,-0.411725902729659
1,5,3.1,36,-1.23,0,1,0.204805307437924
1,5,3.1,29,-0.32,1,0,0.257593663932401
1,5,3.3,36,0.45,0,1,-0.234791033174641
1,5,3.2,36,-0.02,0,1,-0.0652858906605653
1,5,2.5,36,0.08,0,0,0.231319382231942
1,5,3.9,36,1.99,0,0,-1.02015055352521
1,5,3,42,1.24,0,1,-0.474203946787351
1,5,2.9,38,0.39,0,1,-0.0537334088533232
1,6,3.1,42,1.45,0,1,-0.566189174020276
1,5,3.2,36,-0.77,0,1,0.0883409487862164
1,5,3.4,38,-0.21,0,0,-0.228865611678073
1,10,2.6,41,1.04,0,1,-0.136853731410752
1,10,3.5,41,-0.57,0,1,-0.335330042875752
1,6,3.6,33,-0.13,0,0,-0.18964928984006
1,5,3.5,33,0.16,1,1,-0.230694136961457
1,5,3.3,35,-1.29,0,0,0.178904865002209
1,5,3.4,40,1.85,0,1,-0.78476299990395
1,10,3.3,37,-1.46,0,0,0.114139170288235
1,5,2.9,41,0.1,0,1,-0.114649364480963
1,5,3.4,36,-0.34,0,1,-0.142447895547051
1,5,3.4,38,0.1,0,0,-0.271717939630078
1,5,3.4,38,0.66,0,0,-0.428314095085819
1,5,3.6,23,-1.52,1,1,0.346546659836265
1,5,3,36,-0.71,0,1,0.17554922039595
1,5,3.4,35,-0.17,0,1,-0.130069295301979
1,5,2.9,39,-0.69,0,1,0.138492376809098
1,6,3.6,40,0.93,0,0,-0.703099996643407
1,5,2.8,24,-1.08,1,0,0.574835424657621
1,5,3.8,33,0.7,0,0,-0.526190682070944
1,5,3.1,36,-0.34,0,1,0.0205215437235941
1,6,3.2,39,0.49,0,1,-0.326407943876407
1,5,3.1,45,0.87,0,1,-0.531227317091736
1,5,3.5,37,0,0,1,-0.313760327984122
1,5,3.5,43,2.32,0,1,-1.10056648939326
1,5,3.4,36,1.37,0,0,-0.553274033085862
1,5,3.8,26,0.35,1,1,-0.222232018558915
1,6,2.9,32,-0.82,0,0,0.314483147799285
1,5,3.2,26,1.18,0,0,-0.0445658716902348
1,5,3.6,31,-2.18,0,0,0.291782875359296
0,2,2.5,35,0.51,0,0,1.56219703560515
1,5,3.5,34,0.1,0,0,-0.244487045655519
1,2,3.8,40,1.72,0,0,-1.01730218654404
1,5,3.4,33,-0.07,0,1,-0.0933000606954879
1,5,2.5,40,-0.24,0,1,0.197202414659284
1,2,2.6,44,1.96,0,0,-0.458518860097555
1,5,3.2,33,-0.8,0,1,0.145679401952589
0,5,2.1,36,-0.19,0,1,1.70557627138216
1,5,3.2,29,0.41,0,0,0.0354864783716466
1,2,3.7,28,-0.58,0,0,0.00394840666756794
1,5,2.9,39,0.58,0,1,-0.105661771826875
0,5,2.4,27,-1.11,0,1,1.89403292028776
1,10,3.2,37,1.38,0,1,-0.447319786670752
1,5,3.8,26,0.24,0,0,-0.159093324821236
1,5,2.8,32,0.6,0,0,0.0862249623923027
1,5,2.2,34,0.26,0,0,0.407519687529536
1,5,2.3,32,-0.51,0,0,0.49527858814888
0,2,1.9,35,-0.82,0,1,1.85721964958815
1,5,2.4,35,-2.15,0,1,0.645944751028371
0,5,3.5,34,-0.34,0,1,1.39907771949742
1,5,2.5,31,-0.75,0,1,0.503938943073151
1,2,3.3,29,0.97,1,1,-0.141814011865445
1,5,2.9,35,-0.53,0,1,0.21289945712677
1,5,3.3,35,0.17,0,0,-0.127067166755862
1,2,3.6,35,0.68,0,0,-0.472864970030334
0,2,3.1,39,-1.36,0,1,1.53025520388133
1,5,3.4,27,-0.03,0,0,0.0772276065197378
0,5,2.7,33,-1.43,0,0,1.73130487219826
0,2,1.9,41,-1.79,0,1,1.87646829414856
1,5,3,37,-0.05,0,1,-0.00142719206663937
1,5,3.7,35,1.93,0,1,-0.83012685298651
1,2,2.4,41,0.97,0,0,0.00261527140830414
1,5,2.9,39,-0.03,0,1,-0.023221520087248
0,5,3,24,-1.04,0,1,1.7270996749161
1,2,3.7,38,1.28,0,0,-0.795681707672997
1,5,3.3,37,-0.34,0,1,-0.118844851599747
0,2,2.7,35,0.48,0,0,1.51996608045004
1,5,3.9,40,1.74,0,1,-1.11754360119991
1,2,3.6,29,0.05,0,0,-0.091503264499105
1,2,2.3,41,0.12,0,1,0.213126127164721
1,5,2.7,38,1.35,0,1,-0.160163110169391
1,2,3,37,-0.94,0,0,0.180894395476208
1,0,3,36,1.13,0,1,-0.208546023601493
1,5,3.3,30,-0.32,0,1,0.115673813470747
1,5,3.8,33,0.53,0,0,-0.481375654470815
1,2,3.2,46,1.21,0,1,-0.746780348145501
1,5,2.9,36,-1.26,0,1,0.290471656983813
0,5,3.8,22,-1.21,0,0,1.55517538225775
1,5,2.1,41,0.92,0,1,0.150862846376915
1,5,3.2,33,-0.65,0,0,0.151155849170675
1,6,2.3,32,-0.85,0,1,0.586505005142928
1,5,3.2,39,0.22,0,0,-0.261523809230379
0,9,2.9,33,-1.43,0,0,1.66299114920454
1,5,3.1,38,-0.07,0,0,-0.0816552952619887
1,5,3,34,0.07,0,1,0.0699314094195342
1,5,3.6,29,-0.99,0,1,0.119416398867651
1,5,2.7,31,0.07,0,1,0.267741893202692
1,5,2.2,27,-1.81,0,1,0.810592919183617
1,5,3.6,30,0.75,0,1,-0.2879481205937
1,5,3,36,0.7,0,0,-0.138393174292401
1,5,3.3,32,-0.75,0,1,0.123411584156356
0,5,2.9,35,-0.51,0,1,1.53801239423329
1,5,2.8,31,-1.38,0,0,0.463473825142497
1,5,3.3,35,0.12,0,1,-0.144680994234102
1,5,3.9,29,2.1,0,0,-0.776901527834887
1,5,2.7,29,-0.24,0,0,0.384880125819521
1,5,3,31,0.17,0,1,0.103827207270735
1,5,3.1,33,1.21,0,1,-0.202895282725844
1,5,3.1,34,0.82,0,1,-0.161608605116653
1,5,3.4,32,0.34,0,1,-0.16099435304637
1,5,3.1,35,-1.02,0,0,0.203294205514479
1,5,3.1,35,0.07,0,0,-0.030574957912778
1,5,3.1,34,0.87,0,1,-0.156065526678694
1,5,3.3,33,-1.36,0,0,0.219570447320073
1,3,2.8,37,0.1,0,1,0.0825891938070733
0,5,2.6,27,-0.99,1,0,1.7954120613492
1,5,2.5,35,1.06,0,1,0.10652676542027
1,5,3.2,29,-1.21,1,0,0.324197296071439
1,5,2.7,35,-0.03,0,0,0.192116133490615
0,5,2.2,22,-1.57,0,0,2.12866750136724
1,2,3.1,34,0.75,0,1,-0.142406297745838
1,5,3,39,1.33,0,1,-0.364598403345151
1,5,2.9,35,0,0,1,0.0880576328661999
1,5,3.2,37,0.14,0,0,-0.187244956878981
1,5,3.2,32,-1.07,0,0,0.232842797053131
1,5,3.5,29,0.36,0,0,-0.111481062319591
1,5,3.2,36,0.46,0,0,-0.222751357480953
1,5,2.7,35,0.43,0,0,0.103069832502976
1,5,3,34,-0.05,0,1,0.107876204790055
1,5,3.5,30,-0.63,0,1,0.0624279767781458
1,5,2.9,35,0.19,0,0,0.0904372113877359
1,5,3.4,32,-0.65,0,1,0.0507324589852602
0,5,3.2,34,-0.41,0,1,1.47608990397541
1,5,2.9,37,-0.7,0,0,0.184519276226786
1,5,3,35,0.1,0,1,0.0269318657321162
0,5,2.1,38,-2.18,0,0,1.91129936434653
1,5,2.3,29,-0.61,0,0,0.595056949586655
1,5,2.8,40,-0.46,0,1,0.083315740906736
1,5,2.9,36,-0.05,0,1,0.105768718540546
0,2,3.1,30,-0.46,1,0,1.57064714425122
0,10,3.5,30,-1.04,0,0,1.52254069697617
1,5,3,34,0.6,0,0,-0.0441514765285784
1,5,2.9,33,-0.03,0,1,0.141043331873681
1,5,2.7,27,0.1,0,1,0.395909640244368
1,5,3.2,34,0.31,0,0,-0.115260384534382
1,5,2.6,32,0.41,1,1,0.252981359737701
1,5,2.1,32,0.48,0,1,0.472556004324213
1,5,3.2,33,-0.39,0,0,0.0786536841181708
1,2,2.9,37,1.35,0,1,-0.241802045841258
1,2,3.2,30,-0.03,0,1,0.121380604118464
0,2,2.7,22,-1.65,0,0,1.95869821945904
1,5,3.2,34,0.17,0,1,-0.0506753375542213
1,5,2.9,39,2.01,0,1,-0.470147237847045
1,5,2.8,33,0.97,0,1,0.00426765342723034
1,5,2.4,29,-1.86,0,1,0.720338887756093
1,5,3.1,35,-0.39,0,1,0.102651573477852
1,5,3.5,31,1.26,0,0,-0.369117187983568
1,5,3.4,34,-0.19,0,0,-0.0787823092011932
1,5,2.6,35,-1.55,0,0,0.505091556708766
1,5,3.6,31,1.3,0,0,-0.460527926421327
1,5,3.7,37,0.46,0,0,-0.538594582543565
1,4,2.7,39,1.26,0,1,-0.193614034970468
1,5,2.5,37,-0.29,0,1,0.291578990692557
1,2,2.4,36,0.6,0,1,0.197206468238993
1,5,3.1,33,-1.65,0,1,0.373690014549412
1,5,3.6,30,1.06,0,0,-0.377982448303901
1,5,3.2,28,0.51,0,1,0.0541381504387333
1,5,3.1,30,-0.53,0,1,0.22867760954035
1,5,3.6,33,2.13,0,0,-0.725828005597966
1,5,2.8,38,-0.82,0,0,0.225506201674284
0,2,3,30,-0.1,0,1,1.54246789790866
1,5,3.2,35,0.99,0,1,-0.262815181279506
1,2,3.1,34,1.28,0,1,-0.255445820228006
1,6,2.9,35,-0.05,0,0,0.104080579117676
1,5,3.2,40,2.22,0,0,-0.758014727904703
1,5,2.8,36,-0.65,0,1,0.26776810220153
1,5,3.6,31,0.58,0,0,-0.306371745712244
1,5,3.2,31,0.58,0,1,-0.0575782747956741
1,5,2.7,35,-0.03,0,1,0.193994278911477
1,1,3,40,-0.07,0,1,-0.129016042226439
1,1,3.8,42,-0.16,0,0,-0.633669628386057
1,1,3.4,37,-0.32,0,1,-0.153576132655772
1,1,4,42,1.88,0,0,-1.28962459634873
1,1,3.4,32,-0.87,0,0,0.0850601841337833
1,1,3.5,36,0.33,0,1,-0.369334958170995
1,1,3.3,35,0.12,0,1,-0.165253803144919
1,1,3.8,36,0.94,0,1,-0.655295714551012
1,1,3,41,-0.07,0,0,-0.127287007550648
1,1,3.2,36,0.66,0,1,-0.203167419772985
1,1,3.5,36,0.58,0,1,-0.416653729000049
1,1,3.8,38,0.07,0,1,-0.549449638001999
0,1,2.8,42,-1.1,1,1,1.52303167952227
1,1,3.2,36,1.02,0,0,-0.311918111050545
1,1,3.2,37,-0.64,0,1,0.012208300814176
1,1,3.6,37,0.62,0,1,-0.504834352868365
1,1,3.7,33,0.77,0,1,-0.480467581700482
1,10,2.8,41,0.81,0,1,-0.201152583952793
1,1,3.5,35,0.75,0,1,-0.398964113186197
1,1,3.9,39,0.64,0,1,-0.800392760208312
1,1,3.6,33,-0.05,0,1,-0.202208439631878
1,1,3.5,37,-0.43,0,0,-0.188050753552255
1,1,3.6,32,0.03,0,1,-0.181602023592619
1,1,3.7,35,0.79,0,1,-0.560129757122906
1,1,3,38,-0.51,0,0,0.0468479730876232
1,1,3.8,32,-0.14,0,1,-0.288930588616413
1,1,3.6,40,0.41,0,1,-0.538844432811953
1,1,3.2,37,-0.2,0,0,-0.0968891259881596
0,1,3.5,35,-1.23,0,1,1.47209068641826
1,1,3.1,34,-0.81,0,1,0.18381926692899
1,1,3.6,34,0.45,0,1,-0.35867301280874
1,1,2.9,36,0.35,0,1,0.0198032964701394
1,1,2.7,40,-0.24,0,1,0.100410816356981
1,1,3.6,39,1.61,0,1,-0.838806753366607
1,1,2.9,39,-0.16,0,0,-0.000154891795752822
1,1,3,38,-0.45,0,1,0.033087281571055
1,1,3.1,40,0.26,0,0,-0.234852751147567
1,1,3.6,44,2.18,0,1,-1.1761036666075
1,1,3.9,35,0.2,0,1,-0.517371131339874
1,5,2.5,29,1.02,0,0,0.270433790351758
1,1,3.2,35,-1.06,0,1,0.186500427699318
1,1,2.7,39,-0.96,0,1,0.289149757964135
1,1,2.7,41,0.73,0,0,-0.126568545575073
1,1,3.2,42,0.9,0,1,-0.518467673502313
1,1,3,35,0.66,1,0,-0.0730992870169135
1,1,3.5,48,1.02,0,1,-0.93626106649307
1,1,3.1,42,1.42,0,1,-0.573798068156281
1,1,3.6,34,-1.63,0,1,0.0633826414678633
1,1,3.4,37,-0.77,0,0,-0.0564976902903094
1,1,3.7,32,0.83,0,0,-0.42961564112118
1,1,3.5,39,0.29,0,0,-0.435228779172355
1,1,3.4,32,-0.6,0,0,0.0339906143002402
1,1,3.5,34,0.31,0,0,-0.29955356225189
1,1,3.4,35,0.54,0,1,-0.282428048641707
1,1,3.6,36,-0.03,0,0,-0.320450262495762
1,1,3.2,38,1,0,1,-0.380103132253911
1,1,3.1,37,-0.28,0,1,0.00278030495617861
1,1,3.6,35,1.4,0,1,-0.646259914127348
1,1,3.1,38,0.92,0,1,-0.306665722282872
1,1,3.5,33,0.2,1,1,-0.223952817738878
1,1,3.5,35,-0.89,0,1,-0.0228758941712311
0,1,3,39,-0.39,0,1,1.45357892375115
1,1,3.1,32,0.85,0,1,-0.09526570948514
1,1,3.3,41,0.62,0,0,-0.456548862911151
1,1,3.2,34,-0.45,0,1,0.061194097055195
1,1,3.4,38,2.16,0,1,-0.81235353796484
0,1,3.4,36,0.71,0,0,1.32205012975829
1,1,3.4,33,-1.4,0,0,0.193445211044616
1,1,3.6,33,-0.24,0,0,-0.160138078527017
1,1,3.6,35,1.25,0,0,-0.581596112390526
1,1,3.2,38,-0.16,0,0,-0.109661368102528
1,1,3.7,36,-0.05,0,0,-0.37548108767519
1,1,3.5,36,0.71,0,0,-0.477640693055921
1,1,3.2,36,-0.45,0,0,0.0347253072586992
1,3,3.2,39,0.52,0,1,-0.299213433072379
1,1,3.2,38,-0.01,0,0,-0.176691991746115
0,1,3.2,45,0.31,0,1,1.28305057971973
1,1,3.2,39,0.68,0,0,-0.368666194568401
1,1,3.4,34,0.58,0,1,-0.279297451600135
1,1,3.8,34,-0.79,0,0,-0.20428563625986
1,1,3.2,36,1.36,0,1,-0.41518932792808
1,1,2.9,45,1.42,0,1,-0.552078766446887
1,1,3,47,-0.18,0,1,-0.298376718918588
1,1,3.7,35,0.52,0,0,-0.456472736628623
1,1,3.6,34,0.5,0,0,-0.355883849326949
1,1,2.9,36,1.02,0,0,-0.154849224143961
1,1,2.9,36,-1.63,0,1,0.363557615548352
1,1,3.8,44,2.16,0,0,-1.33099648078482
1,2,3.8,32,-0.03,0,0,-0.316441220519578
1,1,3.5,34,0.68,0,1,-0.348398968871379
0,1,3.5,36,-0.87,0,1,1.42038577739996
1,1,3.2,38,0.33,0,1,-0.201896223070934
1,1,3.8,31,0.14,0,0,-0.309210092650694
1,1,2.6,42,1.21,0,1,-0.206401818805868
1,1,3.7,41,0.01,0,0,-0.580553114347536
1,1,3.3,39,-1.92,0,0,0.14407985804838
0,1,3.1,41,0.24,0,1,1.34789913625794
0,1,2.9,24,-0.45,1,0,1.7054807469582
1,2,2.8,43,1.46,0,0,-0.399675135575849
1,1,3,30,-2.01,0,1,0.539954320078822
0,1,3.1,35,-0.93,0,1,1.5469580039429
1,1,3.7,30,-0.93,0,0,0.0268249050817495
1,1,3.6,30,0.45,0,0,-0.236535219935492
0,1,2.2,37,-1.29,0,1,1.78029460494206
1,1,3,40,1.25,0,1,-0.381402679530649
1,1,3.4,36,0.14,0,1,-0.222343534164312
0,1,3.1,44,-0.37,0,0,1.36093474253505
0,1,3.3,38,-0.32,0,1,1.37872740267289
1,1,3.2,34,0.66,0,1,-0.152953132660221
1,1,3.7,34,-0.24,0,0,-0.256291001654229
1,1,3.1,38,1.15,0,1,-0.386044414937799
1,1,2.8,40,0.26,0,1,-0.0456730695122137
1,1,2.9,40,0.56,0,1,-0.175326851092688
1,1,3.4,39,-0.56,0,0,-0.177620301864484
1,1,3.6,34,0.05,0,1,-0.269244514911771
1,10,3.7,31,-1.08,0,1,0.012520950266239
1,1,3.7,36,0.41,0,0,-0.485199243812829
1,1,4,43,2.3,0,0,-1.44458247469338
1,1,3.3,37,-0.7,0,1,-0.0235451674222009
1,1,3.5,34,-0.66,0,1,-0.0731675848961244
1,1,3.4,36,0.01,0,0,-0.20270686461002
1,1,3.4,43,1.08,0,1,-0.718131372158282
1,1,2.8,37,1.13,0,1,-0.139203240066419
1,1,3.6,36,0.14,0,0,-0.388960507711983
1,1,3.6,35,-0.32,0,0,-0.205304533630733
1,1,2.9,23,-1.44,1,0,0.625013503551263
1,1,3.1,41,-0.56,0,0,-0.0793129530405276
0,1,3.8,33,-0.93,0,0,1.40708041546168
1,1,2.8,31,-0.41,1,1,0.311783128009763
1,1,3.6,33,-0.47,0,0,-0.0970162015547113
0,1,3.5,40,-1.21,0,0,1.39836043151201
1,1,3.8,33,0.56,0,0,-0.485451613218352
0,10,3.6,29,-1.73,1,0,1.5620416816752
1,1,2.2,42,1.48,1,1,-0.0497332763498808
1,1,2.8,39,-0.37,0,1,0.121431490535588
1,1,3.8,36,-0.03,0,1,-0.470879566641789
1,1,3.6,36,1.84,0,0,-0.786879626302645
1,1,2.8,43,0.66,0,0,-0.262258697426693
1,0,3.5,41,1.26,0,0,-0.742657106456347
1,0,3.4,48,2.85,0,1,-1.37575410752343
1,5,3.8,44,0.74,0,1,-0.94566693296461
0,5,3.5,48,-1.17,0,1,1.27550116382558
1,5,3.3,35,-0.65,0,0,0.00606335323463103
1,5,3.7,42,-0.97,0,0,-0.379943870394001
1,10,3.8,44,0.6,0,1,-0.917725979211878
1,5,3.6,46,0.66,0,1,-0.854051768456183
1,5,3.7,47,-0.11,0,1,-0.753205405440781
1,5,3.5,41,-0.32,0,1,-0.357888376543511
1,5,3.9,41,1.2,0,0,-1.02738048551507
0,5,3.9,38,-0.65,0,0,1.27063847725575
1,5,3.5,38,-0.26,1,0,-0.303101231649925
1,5,3.5,44,-0.65,0,0,-0.393992979698168
1,5,3.6,45,-1.23,0,1,-0.360165423875718
1,0,3.6,46,0.41,0,1,-0.80526987905436
1,2,3.6,44,2,0,0,-1.13586488729085
1,5,3.6,44,1.53,0,0,-1.00776879242448
1,0,3.4,40,-0.06,1,1,-0.341108426946006
1,5,3.5,45,0.34,0,0,-0.68731964577564
1,5,3.8,37,-0.26,0,1,-0.427622515711496
1,5,3.6,44,0.14,0,1,-0.650958426368854
1,5,3.4,44,0.66,1,0,-0.632676993387896
1,5,3.5,46,0.8,0,1,-0.822359022319059
1,5,3.7,43,-0.12,0,0,-0.596364238498803
1,5,3.5,45,0.08,0,1,-0.646910102436089
1,5,3.6,42,-0.78,0,1,-0.364884642664602
1,5,3.9,44,-1.04,0,0,-0.550963941108317
1,5,3.9,46,1.73,0,1,-1.35488974798295
1,5,3.9,40,-0.39,0,1,-0.571167713223182
1,10,3.4,48,2.72,0,1,-1.34267456931762
1,5,3,38,0.08,1,0,-0.0276116439893813
1,5,4,42,1.66,0,0,-1.25140213192394
1,5,3.7,45,0.86,0,1,-0.929307642743129
1,5,3.3,47,1.59,0,1,-0.96298626620908
1,5,3.5,44,0.21,0,0,-0.576476507302803
1,5,3.3,48,0.61,0,0,-0.726761980870798
1,5,3.5,44,-0.12,1,1,-0.527049739198074
1,10,3.5,44,-0.26,0,1,-0.497189565507621
1,5,3.7,44,2.52,0,1,-1.37357237559592
1,5,3.7,44,-0.63,0,0,-0.502439788714443
1,5,3.5,44,-1.17,1,0,-0.282474127528177
1,5,3.4,44,-0.38,0,1,-0.417688216147624
1,5,3.8,46,0.21,0,0,-0.87936732116769
0,5,3.1,32,-1.76,1,1,1.67329406453035
1,5,3.6,42,-2.13,0,1,-0.0432617483964747
1,5,3.9,42,-0.06,0,1,-0.72494818407809
0,5,3.4,35,-1.43,0,0,1.51284123332398
1,5,3.8,44,-0.64,0,0,-0.620902173209546
1,5,3.7,39,-0.71,0,0,-0.337995531128796
1,5,3.5,38,-1.3,1,1,-0.0467654313303832
1,3,3.5,44,1.72,0,1,-0.973362617268274
1,5,3.6,45,-0.11,1,1,-0.597889178541039
1,5,3.2,48,1.07,0,1,-0.762878800926988
1,5,3.6,43,-0.32,0,0,-0.499651291635985
1,5,4,42,0.27,0,1,-0.894402665165244
1,5,3.7,44,0.34,0,1,-0.782371974422497
1,5,3.7,47,2.39,0,1,-1.4266344548601
1,5,3.9,43,0.14,1,0,-0.813803461149045
1,5,3.6,42,0.41,0,1,-0.659593213639709
1,5,3.6,44,0.27,0,1,-0.677579946284242
1,5,3.5,41,-0.12,0,0,-0.419679429360523
1,6,3.7,41,0.21,0,0,-0.595616787704757
1,5,3.7,41,-1.49,0,1,-0.213553161438208
1,0,3.8,41,-1.37,1,1,-0.276740700793787
1,5,3.9,47,2.59,1,1,-1.61646953850095
0,2,3.4,41,1.2,0,1,1.20596258776014
1,6,3.7,46,-0.39,0,1,-0.661406922536794
1,6,3.5,37,1.07,0,1,-0.570434164240293
1,6,3.7,43,1.2,0,0,-0.926574345805162
1,5,3.6,45,0.6,0,1,-0.775754170438591
1,5,3,41,-1.3,1,1,0.128656264279954
1,5,3.3,44,1.73,0,1,-0.868170091053912
1,5,3.7,47,-0.65,0,0,-0.631745530211175
1,5,3.6,40,0.08,1,0,-0.500176136906048
1,1,3.6,43,0.14,0,1,-0.59430250144708
1,5,3.5,46,0.67,0,1,-0.76884017884039
1,5,3.6,45,0.2,0,0,-0.696912902332097
1,5,3.7,42,0.34,0,0,-0.706882310045471
1,6,3.8,48,0.86,0,0,-1.1358286611136
1,5,3.7,43,0.8,0,1,-0.867336448400029
1,0,3.7,41,1.14,0,1,-0.852291927590833
1,5,3.5,41,0.34,0,1,-0.524774715095191
1,10,3.2,43,0.45,0,1,-0.425476005195564
1,10,3,48,0.09,0,1,-0.413094786956271
1,10,3.3,44,-0.87,0,0,-0.238927434956098
1,9,3.2,40,-1.8,0,0,0.171146144054713
1,10,3.3,40,-0.24,0,0,-0.2259840486317
1,10,3.3,39,-0.29,0,1,-0.176934495248198
1,10,3.4,39,1.77,0,1,-0.777131464228786
1,10,3.3,40,0.75,0,1,-0.447379746732983
1,10,3.3,39,0.15,0,1,-0.246026713563013
1,10,3.5,39,-0.9,0,0,-0.166707383872029
1,10,3.4,40,-0.32,0,1,-0.263267669625781
1,10,3.2,44,-0.57,0,1,-0.226040287226351
1,5,3.5,40,0.39,0,1,-0.493617125671043
1,5,3.3,40,-0.54,0,1,-0.165530604363901
1,10,3.7,39,-0.21,0,0,-0.428484299467304
1,10,3.7,44,2.12,0,1,-1.26004664126885
1,3,3.7,40,0.26,0,1,-0.623990395770513
1,5,3.2,42,-0.1,0,1,-0.256647563731455
1,10,3.4,38,-1.01,1,0,-0.0360744258321462
1,10,3.9,46,2.18,0,1,-1.46609045022178
1,2,3.3,41,-0.46,0,1,-0.235423100686599
1,10,3.5,41,-0.24,1,0,-0.397642861049644
1,10,3,45,1.19,0,1,-0.54326286321941
1,10,3.7,39,-1.45,0,0,-0.155813117693821
1,10,4,41,1.3,0,0,-1.10778813149274
1,5,3.3,40,-0.81,0,1,-0.105316452623971
1,10,3.1,39,-0.51,0,1,-0.0241322115086329
1,9,3,34,-0.76,1,1,0.192229401950047
1,5,3.4,40,0.01,0,1,-0.309827931611844
1,10,3.3,40,0.15,0,1,-0.309922678233489
1,4,3.2,43,-1.47,0,1,-0.0154912034527539
1,10,3.4,44,-0.02,0,1,-0.487622721417107
0,10,3.2,47,-1.97,0,1,1.45763234143834
1,10,3.2,32,-0.27,1,1,0.0840678408050557
1,10,3.6,38,0.39,0,1,-0.501497177522624
1,10,3.5,40,0.56,0,0,-0.535758374901416
1,2,3.1,44,-0.79,0,1,-0.136854325088465
1,10,3.4,40,-0.87,0,1,-0.149973449931392
1,5,3.5,39,2.34,0,1,-0.963570933207048
1,10,3.6,38,0.48,0,1,-0.506456228923796
1,10,2.8,45,0.56,0,1,-0.29384888770381
1,10,3.4,40,-0.43,0,1,-0.254937733187162
1,10,3.2,40,-0.35,0,0,-0.152413607398954
1,10,3.4,39,0.34,0,1,-0.400442323095748
1,10,3.7,39,0.12,0,0,-0.488947615022455
1,10,3.8,39,-0.32,0,1,-0.48068059673177
1,10,3.4,41,-1.14,0,1,-0.12423059741308
1,10,3.5,40,-1.2,0,1,-0.134497976801928
1,10,3.4,40,-0.65,0,1,-0.17678355283804
1,9,3.6,40,0.28,0,0,-0.544123126311719
1,10,3.4,44,0.75,0,1,-0.677035234939851
1,5,3.3,40,1.33,0,1,-0.593509601903205
1,10,3.3,41,-0.6,0,0,-0.194448861003272
1,2,4,44,3.17,0,1,-1.71499116573013
0,2,3.3,40,-2.02,0,0,1.51023960595679
1,10,3.5,37,-0.79,1,1,-0.153366316143378
1,10,3.3,39,-0.32,1,0,-0.157252597040881
1,10,3.2,41,1.85,0,1,-0.73075199466244
